genre,title,text,nouns,adjectives,verbs
tragedy,othello,"OTHELLO.
Heaven truly knows that thou art false as hell.",art hell,thou false,know
tragedy,othello,"DESDEMONA.
Alas the heavy day, why do you weep?
Am I the motive of these tears, my lord?
If haply you my father do suspect
An instrument of this your calling back,
Lay not your blame on me. If you have lost him,
Why, I have lost him too.",day motive tear father instrument blame,heavy,weep suspect call lose lose
tragedy,othello,"OTHELLO.
Had it pleas’d heaven
To try me with affliction, had they rain’d
All kinds of sores and shames on my bare head,
Steep’d me in poverty to the very lips,
Given to captivity me and my utmost hopes,
I should have found in some place of my soul
A drop of patience. But, alas, to make me
A fixed figure for the time of scorn
To point his slow unmoving finger at.
Yet could I bear that too, well, very well:
But there, where I have garner’d up my heart,
Where either I must live or bear no life,
The fountain from the which my current runs,
Or else dries up, to be discarded thence,
Or keep it as a cistern for foul toads
To knot and gender in!—turn thy complexion there,
Patience, thou young and rose-lipp’d cherubin,
Ay, there, look grim as hell!",affliction kind sore shame head poverty lip hope place soul drop patience figure time scorn unmoving finger garner’d heart life fountain run thence cistern toad gender complexion thou rose cherubin hell,bare very utmost slow current foul young grim,pleas’d try rain’d steep’d give captivity find make fix point bear live bear dry discard keep knot look
tragedy,othello,"OTHELLO.
O, ay, as summer flies are in the shambles,
That quicken even with blowing. O thou weed,
Who art so lovely fair, and smell’st so sweet,
That the sense aches at thee,
Would thou hadst ne’er been born!",summer fly shamble thou weed sense thou ne’er,lovely fair sweet,quicken blow art ache bear
tragedy,othello,"DESDEMONA.
Alas, what ignorant sin have I committed?",ala sin,ignorant,commit
tragedy,othello,"OTHELLO.
Was this fair paper, this most goodly book,
Made to write “whore” upon? What committed?
Committed! O thou public commoner!
I should make very forges of my cheeks,
That would to cinders burn up modesty,
Did I but speak thy deeds. What committed!
Heaven stops the nose at it, and the moon winks;
The bawdy wind, that kisses all it meets,
Is hush’d within the hollow mine of earth,
And will not hear it. What committed!
Impudent strumpet!",paper book whore thou commoner forge cheek cinder deed nose moon wink wind hush’d mine earth strumpet,fair public very modesty bawdy hollow,make write commit commit make burn speak commit stop kiss meet hear commit
tragedy,othello,"DESDEMONA.
No, as I am a Christian:
If to preserve this vessel for my lord
From any other foul unlawful touch
Be not to be a strumpet, I am none.",vessel touch strumpet none,other foul unlawful,preserve
tragedy,othello,"OTHELLO.
I cry you mercy then.
I took you for that cunning whore of Venice
That married with Othello.—You, mistress,",mercy whore mistress,cunning othello.—you,cry take marry
tragedy,othello,"EMILIA.
Alas, what does this gentleman conceive?
How do you, madam? How do you, my good lady?",EMILIA ala gentleman madam lady,good,conceive
tragedy,othello,"EMILIA.
Good madam, what’s the matter with my lord?",EMILIA madam matter,good,’
tragedy,othello,"DESDEMONA.
’Tis meet I should be us’d so, very meet.
How have I been behav’d, that he might stick
The small’st opinion on my least misuse?",meet opinion misuse,meet behav’d least,stick
tragedy,othello,"DESDEMONA.
I cannot tell. Those that do teach young babes
Do it with gentle means and easy tasks.
He might have chid me so, for, in good faith,
I am a child to chiding.",babe mean task faith child,young gentle easy good,tell teach chide chide
tragedy,othello,"EMILIA.
Alas, Iago, my lord hath so bewhor’d her,
Thrown such despite and heavy terms upon her,
As true hearts cannot bear.",EMILIA term heart,such heavy true,hath throw bear
tragedy,othello,"EMILIA.
He call’d her whore: a beggar in his drink
Could not have laid such terms upon his callet.",EMILIA whore beggar drink term callet,such,call’d lay
tragedy,othello,"DESDEMONA.
I do not know. I am sure I am none such.",none,sure such,know
tragedy,othello,"EMILIA.
Hath she forsook so many noble matches,
Her father, and her country, and her friends,
To be call’d whore? would it not make one weep?",EMILIA match father country friend call’d whore weep,many noble,forsook make
tragedy,othello,"EMILIA.
I will be hang’d, if some eternal villain,
Some busy and insinuating rogue,
Some cogging, cozening slave, to get some office,
Have not devis’d this slander. I’ll be hang’d else.",EMILIA villain rogue slave office devis’d slander,hang’d eternal busy,insinuate cog cozen get hang’d
tragedy,othello,"EMILIA.
A halter pardon him, and hell gnaw his bones!
Why should he call her whore? who keeps her company?
What place? what time? what form? what likelihood?
The Moor’s abused by some most villainous knave,
Some base notorious knave, some scurvy fellow.
O heaven, that such companions thou’dst unfold,
And put in every honest hand a whip
To lash the rascals naked through the world
Even from the east to the west!",EMILIA halter hell bone whore company place time form likelihood knave base knave scurvy fellow companion unfold hand whip rascal world east west,villainous notorious such honest naked,pardon gnaw call keep abuse thou’dst put lash
tragedy,othello,"EMILIA.
O, fie upon them! Some such squire he was
That turn’d your wit the seamy side without,
And made you to suspect me with the Moor.",EMILIA squire turn’d wit side,such seamy,fie make suspect
tragedy,othello,"DESDEMONA.
Alas, Iago,
What shall I do to win my lord again?
Good friend, go to him. For by this light of heaven,
I know not how I lost him. Here I kneel.
If e’er my will did trespass ’gainst his love,
Either in discourse of thought or actual deed,
Or that mine eyes, mine ears, or any sense,
Delighted them in any other form,
Or that I do not yet, and ever did,
And ever will, (though he do shake me off
To beggarly divorcement) love him dearly,
Comfort forswear me! Unkindness may do much;
And his unkindness may defeat my life,
But never taint my love. I cannot say “whore,”
It does abhor me now I speak the word;
To do the act that might the addition earn
Not the world’s mass of vanity could make me.",lord friend light love discourse thought deed eye mine ear sense form divorcement unkindness life love whore word act addition world mass vanity,good actual mine other much,win go know lose kneel e’er trespass delight shake love forswear defeat taint say abhor speak earn make
tragedy,othello,"Hark, how these instruments summon to supper.
The messengers of Venice stay the meat.
Go in, and weep not. All things shall be well.",instrument messenger meat thing,well,summon supper stay go weep
tragedy,othello,"RODERIGO.
Every day thou daffest me with some device, Iago, and rather, as it
seems to me now, keepest from me all conveniency than suppliest me with
the least advantage of hope. I will indeed no longer endure it. Nor am
I yet persuaded to put up in peace what already I have foolishly
suffered.",day thou device conveniency advantage hope peace,keep suppli least,daffest seem endure persuade put suffer
tragedy,othello,"RODERIGO.
Faith, I have heard too much, for your words and performances are no
kin together.",word performance kin,much,hear
tragedy,othello,"RODERIGO.
With naught but truth. I have wasted myself out of my means. The jewels
you have had from me to deliver to Desdemona would half have corrupted
a votarist: you have told me she hath received them, and returned me
expectations and comforts of sudden respect and acquaintance, but I
find none.",naught truth mean jewel votarist expectation comfort respect acquaintance none,sudden,waste deliver corrupt tell hath receive return find
tragedy,othello,"RODERIGO.
Very well, go to, I cannot go to, man, nor ’tis not very well. Nay, I
say ’tis very scurvy, and begin to find myself fopped in it.",man,scurvy,go go tis say tis begin find foppe
tragedy,othello,"RODERIGO.
I tell you ’tis not very well. I will make myself known to Desdemona.
If she will return me my jewels, I will give over my suit and repent my
unlawful solicitation. If not, assure yourself I will seek satisfaction
of you.",jewel suit solicitation satisfaction,known unlawful,tell tis make return give repent assure seek
tragedy,othello,"IAGO.
Why, now I see there’s mettle in thee, and even from this instant do
build on thee a better opinion than ever before. Give me thy hand,
Roderigo. Thou hast taken against me a most just exception, but yet I
protest, I have dealt most directly in thy affair.",mettle thee instant opinion hand hast exception affair,well just,see ’ build give take protest deal
tragedy,othello,"IAGO.
I grant indeed it hath not appeared, and your suspicion is not without
wit and judgement. But, Roderigo, if thou hast that in thee indeed,
which I have greater reason to believe now than ever,—I mean purpose,
courage, and valour,—this night show it. If thou the next night
following enjoy not Desdemona, take me from this world with treachery
and devise engines for my life.",suspicion wit judgement reason purpose courage night night world treachery engine life,great mean next,grant hath appear hast believe show follow enjoy take devise
tragedy,othello,"IAGO.
Sir, there is especial commission come from Venice to depute Cassio in
Othello’s place.",commission place,especial,come depute
